Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
31.491509221360005,Male,33791.77772042519,No,6.375185887419043,54.13329953226279,1,14.8,No,No,6.6,2.06,1.89,1.95,Year 3,Business,High School,0
17.5,Male,48076.06890602589,Yes,6.191706968440417,66.44817204389032,1,5.2,Yes,No,7.1,1.67,1.13,1.1,Year 3,Arts,PhD,0
23.2,Male,44792.70103484931,Yes,4.210780217282492,64.46644135759749,4,24.3,No,No,8.1,2.06,2.29,2.25,Year 2,Arts,High School,0
26.3,Male,117438.59405669934,Yes,5.591739826052815,68.49222911154538,3,19.8,No,No,4.6,1.07,0.79,0.71,Year 2,CS,High School,1
21.2,Male,47391.96983190333,No,5.14993874278484,77.38000807334157,1,35.9,No,No,4.9,3.29,3.04,3.02,Year 4,Business,Bachelor,0
22.9,Female,78367.62084132017,Yes,6.209542454513226,76.71995197627282,0,40.4,Yes,No,4.3,3.53,3.47,3.57,Year 2,Science,Master,0
38.396587724208885,Female,61138.04842780312,Yes,7.275413209878116,81.2584500145806,3,24.3,Yes,No,6.6,3.7,3.38,3.38,Year 1,Science,Master,0
32.67441153942732,Male,42477.8786158177,No,7.250755149096628,88.61317844220005,3,35.9,Yes,No,4.3,4.0,4.0,3.99,Year 4,Business,Bachelor,0
23.6,Male,47227.68327532033,Yes,5.136592136680729,70.72832409300302,1,6.5,No,Yes,5.7,1.43,1.2,1.29,Year 2,Engineering,Master,1
22.4,Male,51869.68809635458,Yes,7.891900881051543,67.80224684352169,2,8.6,No,No,6.7,1.36,1.3,1.3,Year 1,Business,Master,0
21.3,Male,34459.11444464035,Yes,6.35070004413805,92.75025586753138,2,31.1,No,Yes,3.7,4.0,3.59,3.61,Year 2,Science,Master,0
22.7,Male,40920.64475513711,Yes,3.9821916897075393,86.57019191772149,3,9.4,No,Yes,4.5,2.11,2.71,2.73,Year 2,Engineering,Master,0
19.9,Female,39269.55357453555,Yes,4.233324382056985,79.81363850691594,1,34.8,No,No,6.8,2.3,2.15,2.13,Year 2,Arts,Master,0
22.1,Male,51411.93793673292,Yes,6.956029897092952,61.52697992005766,0,13.6,No,Yes,6.4,1.5,1.28,1.36,Year 2,Engineering,Bachelor,1
19.2,Female,45988.28850082924,Yes,8.180606390198506,75.97060190209089,1,18.4,No,Yes,3.8,1.57,1.41,1.41,Year 1,CS,Master,0
26.4,Female,41096.06367467923,Yes,5.670958100961137,83.56425213670896,2,43.5,Yes,Yes,5.3,2.06,1.78,1.87,Year 3,CS,High School,0
30.181212274950234,Male,41223.74690346148,Yes,7.998187155163059,69.57672523121745,0,42.7,No,No,6.4,1.85,1.92,1.95,Year 3,Engineering,PhD,0
39.46773713753623,Male,39188.25774646409,Yes,6.53194939051848,67.27966599427897,0,52.5,No,No,7.1,2.0,1.46,1.43,Year 4,Science,High School,1
22.5,Male,41780.337530854296,Yes,7.702645134281438,67.80742248893621,2,14.0,No,No,5.9,1.43,1.35,1.35,Year 1,Science,High School,0
22.0,Male,33755.776989677266,Yes,7.452504184676926,71.57322673602752,4,7.2,No,Yes,5.0,3.31,2.9,2.87,Year 2,CS,PhD,0
22.3,Female,40778.00054650176,Yes,8.715358623037504,77.22019964414135,1,28.7,No,No,4.7,1.48,1.36,1.36,Year 1,CS,Bachelor,0
34.598292245934886,Male,36757.67504529608,Yes,5.364247950548805,75.93652233532717,2,29.4,Yes,No,5.3,1.85,1.5,1.54,Year 4,CS,Bachelor,0
17.0,Female,51393.87593083251,Yes,6.810347516698659,80.56082742994002,2,36.0,Yes,Yes,3.7,2.83,3.08,3.1,Year 3,CS,Bachelor,0
29.55058013910615,Male,69446.42822684694,Yes,4.268269356839036,71.84193011118441,1,9.8,Yes,No,5.7,2.11,2.72,2.66,Year 3,Science,Bachelor,0
37.697973941445014,Male,43383.385946479844,Yes,6.4112570024160345,78.36992858129356,1,12.5,No,No,5.2,1.7,1.24,1.14,Year 2,Science,Bachelor,0
19.1,Male,41350.69495538927,Yes,6.1589032384267774,73.94525665827867,4,23.9,No,No,5.1,2.14,2.33,2.33,Year 1,Business,High School,0
34.77599916020993,Male,40353.10858756288,Yes,6.984081037145789,74.74414798762179,2,32.7,No,No,10.0,0.0,0.09,0.22,Year 2,Business,Bachelor,1
21.3,Male,121696.2233900257,Yes,6.7187931364269655,62.40153104764941,3,29.0,Yes,Yes,5.2,1.69,1.45,1.42,Year 2,Engineering,PhD,0
22.0,Female,49354.39034939802,Yes,7.262494152928556,71.75382081452932,1,55.0,No,Yes,4.9,1.74,1.61,1.54,Year 4,CS,Bachelor,0
19.7,Male,69387.52573162559,No,7.676270263629968,77.65985192717372,4,13.8,Yes,No,7.5,1.6,2.17,2.27,Year 4,Arts,Bachelor,0
18.8,Male,91723.10664372983,No,5.534955755592992,77.89088008004357,1,38.7,No,No,6.2,1.59,1.66,1.66,Year 4,Arts,Bachelor,1
37.99371934050607,Male,90166.98579475378,No,6.438308314240155,83.66397899164626,3,37.6,Yes,No,2.1,2.84,3.36,3.3,Year 4,Science,High School,0
30.689188934429065,Female,37894.71052559332,Yes,6.537617904676148,93.46682723399104,1,48.7,No,No,2.7,3.67,3.41,3.41,Year 3,Business,High School,0
33.77141929279222,Male,35372.265125842394,No,4.733993997057428,72.84909345400082,3,31.0,No,Yes,7.5,0.96,0.81,0.83,Year 3,Engineering,Bachelor,0
25.2,Female,35086.72337364928,Yes,5.470299692354773,79.72034362963065,2,27.9,No,No,3.4,1.25,1.35,1.37,Year 3,Arts,Bachelor,1
40.875312724079855,Male,37961.42803287113,Yes,4.754567331564228,79.36497771206729,1,49.9,No,No,7.1,2.92,3.57,3.59,Year 2,CS,Bachelor,0
21.8,Female,32527.43090875618,No,7.289014183656228,88.28491500058414,2,44.8,No,Yes,6.9,3.22,3.68,3.67,Year 3,Science,Master,0
23.4,Male,62985.89546075443,Yes,7.797980029947305,72.5248068155379,1,36.4,Yes,No,3.4,4.0,4.0,3.97,Year 4,CS,High School,0
20.8,Female,220572.8951870277,Yes,5.75187392061037,67.15259766046836,1,39.7,Yes,No,6.4,2.06,2.32,2.24,Year 3,Arts,Bachelor,0
18.6,Female,38368.22764559903,Yes,7.9809615393567865,65.41847287420141,1,21.5,Yes,No,5.6,2.37,2.39,2.39,Year 1,CS,Bachelor,1
30.77859406101308,Male,46586.192561236894,No,5.251204994491102,70.32154044300482,1,41.3,Yes,Yes,6.5,2.2,1.8,1.78,Year 4,Engineering,Bachelor,0
21.0,Male,37107.81765550135,Yes,4.413856480622116,62.42257846098645,3,51.0,No,No,5.5,0.0,0.0,0.18,Year 3,Arts,High School,1
28.138321839631693,Female,55457.98223691957,Yes,5.3855989340737604,66.93726978951491,0,22.8,Yes,No,3.9,0.42,0.04,0.07,Year 2,Business,Bachelor,1
20.9,Female,110468.68459633666,Yes,6.93626479231877,79.08933171748127,2,21.7,Yes,Yes,2.6,1.65,1.81,1.82,Year 2,CS,High School,0
21.6,Male,34727.14177687176,Yes,10.043254962310742,86.62520707284494,5,40.7,No,Yes,5.6,3.13,3.41,3.41,Year 1,CS,High School,0
17.6,Female,51528.24623425504,Yes,4.062729462584116,53.69509377139765,1,28.2,No,No,1.7,1.94,1.85,1.93,Year 3,Business,Bachelor,0
19.0,Male,85007.73262390433,Yes,5.46565540877061,69.58893248666054,1,35.7,Yes,No,4.9,1.2,1.11,1.11,Year 4,Business,PhD,0
35.09773752453592,Female,79956.85822745996,Yes,7.794997836700308,65.98717113840713,3,21.0,Yes,No,3.8,1.13,0.73,0.75,Year 2,CS,Bachelor,1
19.8,Female,33977.77660983186,Yes,3.598528768668235,85.288869393278,5,19.5,No,No,4.6,1.65,1.98,1.98,Year 1,Engineering,High School,0
22.5,Male,43314.98576620198,Yes,4.534175593396498,78.97359111423815,2,31.2,No,No,10.0,0.0,0.46,0.44,Year 4,Science,Bachelor,0
20.6,Male,43577.207727750036,Yes,11.005051257920611,71.97701396376789,3,43.9,No,No,5.4,4.0,4.0,4.0,Year 3,Arts,Bachelor,0
21.2,Male,33914.822931726296,Yes,6.408632748729901,58.318076128815854,3,9.5,No,Yes,5.0,2.89,2.27,2.27,Year 4,Engineering,High School,0
26.4,Female,51509.42666311263,Yes,6.873905984899249,75.27551925221758,2,25.0,No,Yes,9.1,0.87,1.19,1.19,Year 1,CS,High School,1
18.5,Male,134918.91464547868,Yes,4.5622595200171,77.88698738990638,4,32.4,Yes,No,6.1,0.21,0.29,0.29,Year 1,Science,Bachelor,0
24.7,Female,76287.49473101582,Yes,4.857036653781492,80.03752842658461,0,24.9,No,Yes,6.4,1.62,1.24,1.23,Year 3,Arts,Bachelor,0
40.46314484265326,Female,35259.35620148712,No,7.002806640742058,79.94692555223789,1,20.0,No,No,5.3,0.91,1.08,1.16,Year 3,CS,High School,0
19.7,Male,41251.00157637082,Yes,6.314929632294371,77.29093500027656,2,19.2,Yes,Yes,5.9,4.0,4.0,4.0,Year 4,CS,Master,0
18.1,Male,51349.98428806873,Yes,5.240539940521303,66.4486002273927,2,31.5,Yes,No,6.4,2.03,2.03,2.06,Year 2,Engineering,Bachelor,0
26.1,Male,81079.86897228485,Yes,6.302114913979704,74.64447876394158,5,21.0,No,No,8.0,3.5,3.4,3.4,Year 3,Science,Bachelor,0
32.43700085670299,Female,59985.85120276967,Yes,6.403254214606058,69.9830632847302,2,36.6,No,Yes,7.1,3.29,3.33,3.27,Year 4,CS,Bachelor,0
21.7,Male,39658.968300127664,Yes,3.5483192799833283,71.4551766766328,0,19.5,Yes,No,2.3,1.95,2.31,2.29,Year 4,CS,Master,0
32.02787425284546,Male,37536.65521943093,Yes,5.871873519044707,84.06771465746895,1,17.7,No,No,8.3,1.58,1.07,1.07,Year 1,CS,Bachelor,0
22.3,Female,73078.27286338773,Yes,6.314943521145953,67.92980893741517,1,30.9,Yes,No,8.3,1.5,1.2,1.18,Year 4,Engineering,Bachelor,1
22.6,Female,101084.99866915404,Yes,5.25022618161133,71.34860239650267,3,56.8,Yes,No,4.8,2.15,1.91,1.98,Year 3,Engineering,Master,0
39.366129896983885,Male,45664.09228314604,Yes,4.461652286985869,66.44696661630279,1,35.0,No,No,4.2,1.39,1.21,1.21,Year 1,CS,High School,0
19.9,Female,59724.003858156735,Yes,5.837888984341383,71.58836790414178,2,19.7,Yes,No,5.8,2.67,2.36,2.35,Year 3,CS,Master,0
17.1,Male,121744.18310978751,Yes,4.660835979839641,72.35365035685032,5,14.9,No,No,3.4,2.19,1.92,1.9,Year 2,CS,Bachelor,1
19.0,Female,47441.51169696741,No,8.491430303915863,57.12866091174101,0,25.8,No,No,6.5,2.47,2.3,2.3,Year 3,Science,High School,0
22.2,Female,38956.098989407685,No,5.241211220666957,80.1280553526835,3,19.6,Yes,No,4.1,2.77,2.71,2.77,Year 4,Engineering,High School,0
24.0,Male,88135.44197664445,Yes,6.7136927801323445,68.37715637322484,1,30.9,Yes,No,6.1,0.32,0.11,0.13,Year 2,Engineering,High School,1
32.57187769721713,Female,45861.57825083344,Yes,5.260184962095801,59.0123839617343,1,34.9,No,No,3.3,2.97,2.88,2.86,Year 3,Business,High School,0
25.3,Male,41924.35103809045,Yes,10.1574296564533,80.77910728530799,2,6.2,Yes,No,3.4,2.29,2.23,2.21,Year 4,Arts,High School,0
19.4,Male,43620.56214308282,Yes,7.196985953756462,66.75979256558254,1,33.3,No,Yes,6.0,2.68,2.74,2.74,Year 1,CS,High School,0
20.4,Female,65797.9996589645,No,7.586596276158333,67.63086346756658,1,42.1,No,Yes,1.0,4.0,3.42,3.42,Year 3,Arts,Bachelor,0
24.6,Female,110654.49178058926,Yes,6.7550123550826005,93.4343824420023,2,36.7,No,Yes,5.3,2.77,2.84,2.87,Year 3,CS,High School,0
23.1,Male,101309.13868729708,Yes,7.249168615601011,68.13238634796858,1,35.6,No,Yes,5.1,3.48,3.72,3.67,Year 3,Arts,Master,0
18.6,Male,66063.20460982944,Yes,8.123897458415346,75.09332960509686,1,30.4,Yes,Yes,9.2,2.04,1.75,1.75,Year 1,Business,Master,1
22.7,Male,81462.78149583758,No,6.218697187157546,60.641661022122335,1,40.7,Yes,Yes,6.6,1.47,1.59,1.63,Year 3,CS,Bachelor,1
21.2,Female,35508.591594401296,Yes,5.185934892960555,86.13983255360357,1,35.3,Yes,No,4.3,2.93,2.91,2.91,Year 1,CS,Bachelor,0
21.4,Female,52981.68050909472,Yes,4.868963113915111,83.7655008689882,1,44.2,Yes,No,5.5,0.64,0.7,0.77,Year 2,Engineering,High School,0
22.2,Female,43165.864670080686,No,7.049240296988117,73.70587881252288,3,25.4,No,No,10.0,2.28,2.9,2.92,Year 4,Business,Bachelor,0
22.5,Male,117580.73485160663,Yes,5.226485696798434,65.2737224940781,0,61.0,No,No,2.6,4.0,3.91,3.91,Year 1,Engineering,Bachelor,0
36.52405750857352,Male,129516.26430726408,Yes,5.233731035217966,80.32104189661801,1,37.1,No,No,1.6,3.56,3.18,3.13,Year 2,Science,Master,0
21.9,Female,155914.99707293822,Yes,5.574315018728486,74.08396511450077,4,16.9,Yes,No,7.2,2.68,2.8,2.86,Year 4,Arts,High School,0
17.0,Female,43699.30661711745,Yes,6.580499294393052,73.7917798330681,2,33.5,Yes,No,4.8,3.2,3.44,3.44,Year 1,CS,Bachelor,0
18.9,Male,42018.221513193595,Yes,5.88867527933434,72.89229750741106,6,15.0,No,No,6.9,2.14,2.24,2.2,Year 2,Engineering,Bachelor,0
38.89004358308305,Female,133583.50620132324,Yes,6.687970932967061,66.31142800370888,1,32.7,No,No,5.1,2.31,2.36,2.29,Year 2,Arts,Bachelor,0
21.9,Female,36875.59355600894,Yes,5.0271968297631,87.02971813810798,1,30.8,Yes,No,3.1,3.99,3.57,3.54,Year 3,Engineering,Bachelor,0
43.76119530353586,Male,43208.67786213477,Yes,5.530353334978645,71.50744891622541,4,50.9,Yes,No,6.6,2.86,2.89,2.83,Year 3,Arts,Bachelor,0
21.0,Female,44412.36528050821,Yes,8.174523803591374,68.61609675729704,2,48.4,No,Yes,7.4,2.04,2.07,2.13,Year 4,Science,Bachelor,0
24.1,Male,43597.076375818746,Yes,5.5742666018755695,73.874836601483,0,14.3,Yes,Yes,3.2,1.96,2.13,2.13,Year 1,Arts,Bachelor,0
20.8,Female,35559.794342929985,Yes,5.271667408276571,54.32010099172052,4,23.7,No,No,8.8,0.01,0.0,0.0,Year 4,Business,High School,1
19.9,Male,39791.28782770817,Yes,5.6716774197725055,72.10666950680098,1,35.4,Yes,Yes,5.8,2.62,2.48,2.52,Year 3,CS,High School,0
34.62288724220204,Female,56344.844062662545,Yes,4.076161383482202,68.24412822639599,4,52.1,No,Yes,3.8,1.75,1.35,1.4,Year 2,Business,High School,0
22.1,Male,56808.27544747163,Yes,6.45464915894914,63.65907320437397,1,19.4,Yes,No,5.4,3.28,3.29,3.29,Year 1,CS,Bachelor,0
22.2,Male,42513.10264547332,No,5.535250013192968,70.29161549869454,2,22.8,No,No,6.2,1.87,1.65,1.58,Year 3,Arts,Master,0
23.5,Female,66254.84934519586,Yes,5.926132702698888,81.95336153231153,2,43.6,Yes,Yes,5.0,1.81,0.85,0.77,Year 2,Science,Master,0
18.6,Female,102957.53547763082,Yes,5.781663088738338,57.00918464776894,5,52.4,Yes,No,4.9,2.03,1.67,1.7,Year 4,Science,Bachelor,0
22.0,Female,33619.773241920346,Yes,7.9103095715649285,74.17615286492092,1,20.2,No,No,7.0,3.43,3.69,3.69,Year 1,Arts,Master,0
20.5,Female,35219.1410949793,Yes,7.68438610075087,68.131325868108,3,28.3,No,Yes,6.1,2.51,2.62,2.62,Year 2,Business,Master,0
24.2,Female,95631.58855594633,Yes,4.878800685588853,81.1032864771048,5,37.8,No,No,4.6,2.38,2.75,2.74,Year 2,Arts,Master,0
33.173418307993934,Female,73445.31414917069,No,6.808849316896163,67.70179216756537,0,25.9,Yes,No,4.3,3.05,3.49,3.49,Year 1,Science,Bachelor,0
20.9,Female,38508.521530865495,Yes,6.947622906843417,69.09322971094524,1,8.8,No,No,5.6,2.67,2.88,2.87,Year 4,Science,Bachelor,0
35.9025228538298,Female,66151.5784054101,Yes,5.580661455242284,84.2708239858367,2,5.0,No,Yes,10.0,1.01,1.25,1.33,Year 3,CS,High School,0
18.9,Female,48155.33993000702,Yes,7.009729237687987,67.80619993162779,0,20.5,Yes,No,3.6,3.63,3.4,3.41,Year 2,Science,Bachelor,0
25.2,Female,133789.37506954678,Yes,9.110312651257193,79.68475887097793,0,35.9,No,No,4.6,3.8,4.0,3.99,Year 3,CS,High School,0
18.8,Male,92625.03701928306,Yes,5.901676351204173,71.5951816658307,1,32.3,Yes,Yes,4.1,2.66,2.44,2.46,Year 4,CS,Bachelor,0
33.12227460287785,Male,37886.4540170706,Yes,4.553637584062566,72.65219054415286,4,37.3,Yes,No,3.8,4.0,3.9,3.98,Year 4,Arts,Bachelor,1
18.7,Male,32504.13930435556,Yes,6.543474193056342,87.04932419622523,0,31.5,No,No,4.2,3.69,3.57,3.55,Year 2,Science,High School,0
19.9,Female,41317.91119567247,Yes,6.193140565092133,70.30321672763544,2,38.9,Yes,No,4.1,3.73,4.0,4.0,Year 3,Arts,High School,0
44.51153529822728,Female,42647.668546971814,Yes,8.803515619896055,66.82352181456353,2,28.1,No,No,3.3,3.72,3.52,3.52,Year 1,Arts,Bachelor,0
21.1,Male,35100.12943349347,No,7.092165552154297,80.22997584048778,3,33.8,Yes,No,5.9,2.27,2.54,2.54,Year 2,CS,Bachelor,0
28.02016382567671,Female,79514.74325873939,No,7.236430209500332,69.62614823329477,5,26.1,Yes,No,3.8,4.0,4.0,3.98,Year 3,CS,High School,1
32.22980004137055,Male,46525.31394409309,Yes,5.471761422387725,65.2786814702811,1,10.7,Yes,No,2.3,2.15,1.84,1.84,Year 3,CS,Bachelor,0
26.3,Male,44027.39794137313,Yes,7.270632027003686,87.12953500248518,2,39.2,No,No,7.2,2.82,3.16,3.08,Year 3,Business,Bachelor,0
38.002495608883684,Male,37636.26389953095,Yes,7.144936941265584,70.54626093550219,2,49.9,No,No,3.2,1.83,2.24,2.14,Year 4,CS,High School,0
24.3,Female,34345.53858619744,Yes,7.781295665426057,54.46432065642169,0,16.1,No,No,8.0,1.12,1.2,1.09,Year 2,CS,Master,1
21.5,Female,39000.14572818905,Yes,6.185390555998493,73.14094534625015,1,48.5,No,No,3.7,3.68,3.49,3.42,Year 2,Arts,Bachelor,0
38.908633606753696,Female,59865.45033319026,Yes,6.182545577448405,71.09875027208865,4,5.0,No,No,8.2,2.01,1.44,1.44,Year 2,CS,Master,0
19.3,Female,38506.61517579597,Yes,6.739427919813583,65.0791525086315,0,30.9,Yes,No,4.3,1.65,1.88,1.86,Year 4,CS,Bachelor,0
39.88227473427869,Male,64682.79524608296,Yes,7.1077891703440725,62.98820822144545,2,38.8,No,Yes,4.1,2.39,2.1,2.04,Year 3,Science,Master,1
20.7,Male,43236.85702359323,Yes,5.149301132637366,89.32216528770327,0,51.7,No,No,4.7,2.49,2.46,2.44,Year 4,CS,Bachelor,0
21.2,Female,72859.2561227379,Yes,5.910976585659265,77.60308278244025,3,19.5,No,Yes,5.8,3.73,3.54,3.59,Year 3,Business,Bachelor,0
22.5,Male,96091.3005795556,Yes,5.951460906593056,79.84366459675016,2,31.7,No,No,3.2,4.0,3.59,3.55,Year 3,Arts,High School,0
36.8261762247291,Male,42474.75771184631,Yes,5.959197620312231,65.87135203037843,0,34.6,No,No,8.0,0.79,0.73,0.73,Year 1,CS,Master,0
20.2,Male,77752.14274372223,No,5.107886597697842,76.38290949711273,5,49.4,No,No,8.4,1.77,1.62,1.63,Year 2,CS,Bachelor,0
